"file","jsonPointer","original","corrected"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","妈妈在花园里。","媽媽在花園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","妈妈","媽媽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在花园里。","在花園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","妈妈 → 在花园里","媽媽 → 在花園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","妈妈","媽媽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在花园里","在花園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/text","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/tiles/0","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/literalOrderExplanation","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/tokens/0/text","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","奶奶坐在椅子旁边。","祖母坐在椅子旁邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/0","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/2","椅子旁边。","椅子旁邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","奶奶 → 坐在 → 椅子旁边","祖母 → 坐在 → 椅子旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/0/text","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/2/text","椅子旁边","椅子旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/text","妈妈在花园里。","媽媽在花園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","妈妈","媽媽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在花园里。","在花園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","妈妈 → 在花园里","媽媽 → 在花園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","妈妈","媽媽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在花园里","在花園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/text","奶奶坐在椅子旁边。","祖母坐在椅子旁邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/tiles/0","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/tiles/2","椅子旁边。","椅子旁邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","奶奶 → 坐在 → 椅子旁边","祖母 → 坐在 → 椅子旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/0/text","奶奶","祖母"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_001_family_home/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/2/text","椅子旁边","椅子旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/vocabulary/0/translations/zh/text","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/vocabulary/1/translations/zh/text","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/vocabulary/5/translations/zh/text","书包","書包"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/vocabulary/6/translations/zh/text","打开","打開"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/vocabulary/7/translations/zh/text","读","讀"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","同学在教室里。","同學在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","同学在教室里。","同學在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","同学在教室里","同學在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","同学在教室里","同學在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","同学在教室里。","同學在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在教室里。","在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","同学 → 在教室里","同學 → 在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在教室里","在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/text","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/tiles/0","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/literalOrderExplanation","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/tokens/0/text","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","老师打开书。","老師打開书。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/0","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/1","打开","打開"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","老师 → 打开 → 书","老師 → 打開 → 书"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/0/text","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/1/text","打开","打開"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/text","同学在教室里。","同學在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在教室里。","在教室裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","同学 → 在教室里","同學 → 在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","同学","同學"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在教室里","在教室裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/text","老师打开书。","老師打開书。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/tiles/0","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/tiles/1","打开","打開"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","老师 → 打开 → 书","老師 → 打開 → 书"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/0/text","老师","老師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_002_school_classroom/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/1/text","打开","打開"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/vocabulary/0/translations/zh/text","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/vocabulary/3/translations/zh/text","桥","橋"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/vocabulary/5/translations/zh/text","树","樹"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","游客在河边。","遊客在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","游客在河边。","遊客在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","游客在河边","遊客在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","游客在河边","遊客在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","游客在河边。","遊客在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在河边。","在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","游客 → 在河边","遊客 → 在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在河边","在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/text","桥","橋"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/tiles/0","桥","橋"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/literalOrderExplanation","桥","橋"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/tokens/0/text","桥","橋"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","朋友在桥上走。","朋友在橋上走。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/1","在桥上","在橋上"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","朋友 → 在桥上 → 走","朋友 → 在橋上 → 走"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/1/text","在桥上","在橋上"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/text","游客在河边。","遊客在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在河边。","在河邊。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","游客 → 在河边","遊客 → 在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","游客","遊客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在河边","在河邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/1/translations/zh/text","朋友在桥上走。","朋友在橋上走。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/1/translations/zh/tiles/1","在桥上","在橋上"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","朋友 → 在桥上 → 走","朋友 → 在橋上 → 走"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_003_river_bridge/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/1/text","在桥上","在橋上"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/vocabulary/2/translations/zh/text","市场","市場"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/vocabulary/5/translations/zh/text","篮子","籃子"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/vocabulary/6/translations/zh/text","买","買"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","店主在市场里。","店主在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","店主在市场里。","店主在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","店主在市场里","店主在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","店主在市场里","店主在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","店主在市场里。","店主在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在市场里。","在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","店主 → 在市场里","店主 → 在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在市场里","在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","朋友买水果。","朋友買水果。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/1","买","買"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","朋友 → 买 → 水果","朋友 → 買 → 水果"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/1/text","买","買"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/0/translations/zh/text","店主在市场里。","店主在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在市场里。","在市場裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","店主 → 在市场里","店主 → 在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在市场里","在市場裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/1/translations/zh/text","朋友买水果。","朋友買水果。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/1/translations/zh/tiles/1","买","買"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","朋友 → 买 → 水果","朋友 → 買 → 水果"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_004_market_shopping/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/1/text","买","買"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/vocabulary/0/translations/zh/text","厨师","廚師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/vocabulary/1/translations/zh/text","妈妈","媽媽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/vocabulary/2/translations/zh/text","厨房","廚房"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/vocabulary/4/translations/zh/text","面包","麵包"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/vocabulary/6/translations/zh/text","做饭","煮飯"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","厨师","廚師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","厨师","廚師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","厨师","廚師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","厨师","廚師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","厨师在厨房里。","廚師在廚房裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","厨师在厨房里。","廚師在廚房裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_005_kitchen_cooking/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","厨师在厨房里","廚師在廚房裡"
