file,packId,section,jsonPath,language,conceptId,issueType,originalValue,correctedValue,confidence,action
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[1].translations.ja.text","ja","NATURE_RIVER","concept_label_leak","nature riverの中に","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[1].translations.ja.tiles[0]","ja","NATURE_RIVER","concept_label_leak","nature riverの中に","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.en.text","en","NATURE_RIVER","concept_label_leak:vocabulary","She is in the nature river.","She is in the river.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.en.tiles[4]","en","NATURE_RIVER","concept_label_leak:vocabulary","nature river.","river.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.de.text","de","NATURE_RIVER","concept_label_leak","Sie ist im nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.de.tiles[3]","de","NATURE_RIVER","concept_label_leak","nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.fr.text","fr","NATURE_RIVER","concept_label_leak","Elle est dans la nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.fr.tiles[4]","fr","NATURE_RIVER","concept_label_leak","nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.es.text","es","NATURE_RIVER","concept_label_leak","Ella está en la nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.es.tiles[4]","es","NATURE_RIVER","concept_label_leak","nature river.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.zh.text","zh","NATURE_RIVER","concept_label_leak","她在nature river里。","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.zh.tiles[1]","zh","NATURE_RIVER","concept_label_leak","在nature river里。","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.ja.text","ja","NATURE_RIVER","concept_label_leak","彼女は nature riverの中にいます。","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[0].steps[2].translations.ja.tiles[1]","ja","NATURE_RIVER","concept_label_leak","nature riverの中に","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.en.text","en","NATURE_RIVER","concept_label_leak:vocabulary","the nature river","the river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.en.tiles[0]","en","NATURE_RIVER","concept_label_leak:vocabulary","the nature river","the river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.en.analysis.grammarExplanation[0]","en","NATURE_RIVER","concept_label_leak:vocabulary","'nature river' is a noun naming a thing or place.","'river' is a noun naming a thing or place.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.en.analysis.tokens[0].text","en","NATURE_RIVER","concept_label_leak:vocabulary","nature river","river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.en.analysis.tokens[0].meaning","en","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.de.text","de","NATURE_RIVER","concept_label_leak","der nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.de.tiles[0]","de","NATURE_RIVER","concept_label_leak","der nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.de.analysis.grammarExplanation[0]","de","NATURE_RIVER","concept_label_leak","German nouns are capitalised. 'nature river' takes the article 'der'.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.de.analysis.tokens[1].text","de","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.de.analysis.tokens[1].meaning","de","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.fr.text","fr","NATURE_RIVER","concept_label_leak","la nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.fr.tiles[0]","fr","NATURE_RIVER","concept_label_leak","la nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.fr.analysis.grammarExplanation[0]","fr","NATURE_RIVER","concept_label_leak","French nouns normally take an article. 'nature river' is la.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.fr.analysis.tokens[1].text","fr","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.fr.analysis.tokens[1].meaning","fr","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.es.text","es","NATURE_RIVER","concept_label_leak","el nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.es.tiles[0]","es","NATURE_RIVER","concept_label_leak","el nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.es.analysis.grammarExplanation[0]","es","NATURE_RIVER","concept_label_leak","Spanish nouns normally take an article. 'nature river' takes 'el'.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.es.analysis.tokens[1].text","es","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.es.analysis.tokens[1].meaning","es","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.zh.text","zh","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.zh.tiles[0]","zh","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.zh.analysis.grammarExplanation[0]","zh","NATURE_RIVER","concept_label_leak","Chinese nouns do not need an article. 'nature river' names the concept directly.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.zh.analysis.tokens[0].text","zh","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.zh.analysis.tokens[0].meaning","zh","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.ja.text","ja","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.ja.tiles[0]","ja","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.ja.analysis.grammarExplanation[0]","ja","NATURE_RIVER","concept_label_leak","Japanese nouns appear without articles. 'nature river' is the natural form.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.ja.analysis.tokens[0].text","ja","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[1].steps[0].translations.ja.analysis.tokens[0].meaning","ja","NATURE_RIVER","concept_label_leak:english_gloss","nature river","river","high","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.en.text","en","NATURE_RIVER","concept_label_leak:vocabulary","My nature river","My river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.en.tiles[1]","en","NATURE_RIVER","concept_label_leak:vocabulary","nature river","river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.de.text","de","NATURE_RIVER","concept_label_leak","Mein nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.de.tiles[1]","de","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.fr.text","fr","NATURE_RIVER","concept_label_leak","Mon nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.fr.tiles[1]","fr","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.es.text","es","NATURE_RIVER","concept_label_leak","Mi nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.es.tiles[1]","es","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.zh.text","zh","NATURE_RIVER","concept_label_leak","我的nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.zh.tiles[1]","zh","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.ja.text","ja","NATURE_RIVER","concept_label_leak","私のnature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[0].translations.ja.tiles[1]","ja","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.en.text","en","PLACE_BRIDGE","concept_label_leak:vocabulary","to the place bridge","to the bridge","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.en.tiles[2]","en","PLACE_BRIDGE","concept_label_leak:vocabulary","place bridge","bridge","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.de.text","de","PLACE_BRIDGE","concept_label_leak","zur place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.de.tiles[1]","de","PLACE_BRIDGE","concept_label_leak","place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.fr.text","fr","PLACE_BRIDGE","concept_label_leak","à la place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.fr.tiles[2]","fr","PLACE_BRIDGE","concept_label_leak","place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.es.text","es","PLACE_BRIDGE","concept_label_leak","a la place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.es.tiles[2]","es","PLACE_BRIDGE","concept_label_leak","place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.zh.text","zh","PLACE_BRIDGE","concept_label_leak","去place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.zh.tiles[0]","zh","PLACE_BRIDGE","concept_label_leak","去place bridge","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.ja.text","ja","PLACE_BRIDGE","concept_label_leak","place bridgeに","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[1].translations.ja.tiles[0]","ja","PLACE_BRIDGE","concept_label_leak","place bridgeに","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.en.text","en","NATURE_RIVER","concept_label_leak:vocabulary","My nature river go to the place bridge.","My river go to the place bridge.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.en.text","en","PLACE_BRIDGE","concept_label_leak:vocabulary","My nature river go to the place bridge.","My river go to the bridge.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.en.tiles[1]","en","NATURE_RIVER","concept_label_leak:vocabulary","nature river","river","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.en.tiles[5]","en","PLACE_BRIDGE","concept_label_leak:vocabulary","place bridge.","bridge.","medium","changed"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.de.text","de","NATURE_RIVER","concept_label_leak","Mein nature river gehen zur place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.de.text","de","PLACE_BRIDGE","concept_label_leak","Mein nature river gehen zur place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.de.tiles[1]","de","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.de.tiles[4]","de","PLACE_BRIDGE","concept_label_leak","place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.fr.text","fr","NATURE_RIVER","concept_label_leak","Mon nature river allert à la place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.fr.text","fr","PLACE_BRIDGE","concept_label_leak","Mon nature river allert à la place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.fr.tiles[1]","fr","NATURE_RIVER","concept_label_leak","nature river","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.fr.tiles[5]","fr","PLACE_BRIDGE","concept_label_leak","place bridge.","","low","needs_manual_review"
"data/ProgressiveLanguagePacks/qclaw/stage1/multilingual_foundation_pack_002_river_bridge/pack.json","multilingual_foundation_pack_002_river_bridge","phraseProgressionChains","phraseProgressionChains[2].steps[2].translations.es.text","es","NATURE_RIVER","concept_label_leak","Mi nature river e a la place bridge.","","low","needs_manual_review"
